nome;cognome;nascita;osm_id;
Vittoria;Parisi;E892;563938265;
Ivan;Piazza;E893;563938267;
Vittoria;Pellegrini;E894;563938269;
Leonardo;Rinaldi;E896;566189383;
Vittoria;Riva;E897;566189384;
Liberato;Rizzi;E899;566189385;
Vittoria;Romano;E900;566189386;
Lorenzo;Rossetti;E901;566189387;
Vittoria;Ruggiero;M316;566189388;
Luca;Russo;E902;566189389;
Vittoria;Sacco;E903;566189390;
Luciano;Sartori;E904;566189391;
Vittoria;Santoro;E906;570433238;
Marcello;Sorrentino;E911;570433239;
Vittoria;Silvestri;E908;570433241;
Marco;Testa;E910;570433242;
Vittoria;Valentini;E914;570433243;
Mario;Villa;E915;570433244;
Vittoria;Amato;E905;570433245;
Massimiliano;Barbieri;E907;570433246;
Vittoria;Basile;E912;570433248;
Massimo;Bernardi;E917;570433249;
Vittoria;Caputo;E919;570433250;
Mauro;Carbone;E921;570433251;
Vittoria;Conti;E922;570433252;
Michele;Coppola;E923;570433253;
Vittoria;Damico;E924;570433254;
Niccolò;De Angelis;E925;570433255;
Vittoria;De Rosa;E927;570433256;
Nicola;De Luca;E928;570433257;
Vittoria;D'Angelo;E929;570433259;
Orazio;D'Amico;E930;570433261;
Vittoria;D'Amore;E931;570433262;
Ottavio;De Santis;E932;570433267;
Vittoria;Donati;E933;570433268;
Paolo;Farina;E934;570433269;
Vittoria;Ferraro;E936;570433270;
Pasquale;Ferro;E938;570433279;
Vittoria;Fontana;E939;570433280;
Piero;Gallo;E940;570433281;
Vittoria;Gatti;E941;570433282;
Pietro;Giordano;E944;570433283;
Vittoria;Grassi;E945;570433284;
Raffaele;Greco;E946;570433286;
Vittoria;Guerra;E947;570433287;
Raimondo;Lombardo;E949;570433288;
Vittoria;Longo;E951;570433289;
Renato;Marino;E952;570433290;
Vittoria;Martini;E953;570433291;
Riccardo;Martinelli;E954;570433292;
Vittoria;Mariani;E955;570433293;
Roberto;Mazzola;E956;570433294;
Vittoria;Mazzoli;E957;570433295;
Rocco;Messina;E958;570433296;
Vittoria;Montagna;E959;570433297;
Rodolfo;Montanari;E960;570433298;
Vittoria;Napolitano;E961;570433299;
Rocco;Pagano;E962;570433300;
Vittoria;Pellegrini;E963;570433301;
Rolando;Piazza;E965;570433302;
Vittoria;Pinto;E967;570433303;
Romano;Pugliese;E968;571052417;
Vittoria;Riva;E970;571052418;
Romeo;Rizzi;E971;571052420;
Vittoria;Rizzo;E972;571052421;
Romualdo;Romano;E973;586047845;
Vittoria;Rossetti;E974;586047846;
Rosario;Ruggiero;E975;586047847;
Vittoria;Russo;E976;586047848;
Ruggero;Sacco;E977;586047849;
Vittoria;Sartori;E978;586047850;
Salvatore;Serra;E979;586047853;
Vittoria;Silvestri;E980;586047854;
Samuele;Sorrentino;E981;586047855;
Vittoria;Testa;E982;586047856;
Sandro;Valentini;E983;586047857;
Vittoria;Villa;E984;586047858;
Santino;Vitale;E986;586047859;
Vittoria;Amato;E987;586047860;
Santo;Barbieri;E988;586047861;
Vittoria;Basile;E989;586047862;
Sebastiano;Bernardi;E990;586047863;
Vittoria;Caputo;E991;586047866;
Secondo;Carbone;E992;586047867;
Vittoria;Conti;E993;586047868;
Sergio;Coppola;E994;586047869;
Vittoria;Damico;E995;586047870;
Silvano;De Angelis;B689;586047871;
Vittoria;De Rosa;E999;586047872;
Silverio;De Luca;E998;586047873;
Vittoria;D'Angelo;E997;586047874;
Siro;D'Amico;F001;586047875;
Vittoria;D'Amore;F002;586047876;
Stefano;De Santis;M270;586047877;
Vittoria;Donati;F003;586047878;
Taddeo;Farina;F004;586047879;
Vittoria;Ferraro;F005;586047880;
Terenzio;Ferro;F006;586047881;
Vittoria;Fontana;F007;586047882;
Tiberio;Gallo;F009;586047883;
Vittoria;Gatti;F010;586047884;
Tiburzio;Giordano;F011;586047885;
Vittoria;Grassi;F012;586047889;
Timoteo;Greco;F013;586047890;
Vittoria;Guerra;F016;586047891;
Tito;Lombardo;F015;586047893;
Vittoria;Longo;F017;587407147;
Tommaso;Marino;F020;603815871;
Vittoria;Martini;F023;610041189;
Tonino;Martinelli;F022;610041190;
Vittoria;Mariani;M289;610041191;
Ubaldo;Mazzola;F025;638281537;
Vittoria;Mazzoli;F021;645727996;
Uberto;Messina;F029;648549130;
Vittoria;Montagna;F030;650320892;
Ugo;Montanari;F032;650320893;
Vittoria;Napolitano;F024;650320895;
Ulisse;Pagano;F027;650320897;
Vittoria;Pellegrini;F028;651095779;
Urbano;Piazza;F033;651095781;
Vittoria;Pinto;F035;655154064;
Valentino;Pugliese;F037;655154065;
Vittoria;Riva;F041;655154066;
Valerio;Rizzi;F042;655154067;
Vittoria;Rizzo;F044;655154068;
Vanni;Romano;F045;655154069;
Vittoria;Rossetti;F046;655154070;
Vincenzo;Ruggiero;F047;655154071;
Vittoria;Russo;F048;655154075;
Vitale;Sacco;F050;655154076;
Vittoria;Sartori;F051;655154077;
Vittorio;Serra;F052;655154078;
Vittoria;Silvestri;F053;655154079;
Vittore;Sorrentino;F054;655154080;
Vittoria;Testa;F055;655154081;
Zaccheo;Valentini;F058;655154084;
Vittoria;Villa;F059;655154085;
Zaccaria;Vitale;F061;655154089;
Vittoria;Amato;F063;655154090;
Mario;Barbieri;F064;655154091;
Sofia;Basile;F065;655154092;
Francesco;Bernardi;F066;655154093;
Giulia;Caputo;M271;655154094;
Leonardo;Carbone;F067;655154095;
Chiara;Conti;F068;660298004;
Luca;Coppola;F070;660298006;
Martina;Damico;F074;660651599;
Lorenzo;De Angelis;F073;712651035;
Aurora;De Rosa;F078;734793981;
Andrea;De Luca;F080;746200743;
Alice;D'Angelo;F081;748998566;
Matteo;D'Amico;F082;755399927;
Emma;D'Amore;F083;755399928;
Gabriele;De Santis;F084;808827028;
Greta;Donati;F085;808827029;
Alessandro;Farina;F086;808827030;
Giorgia;Ferraro;F087;808827031;
Giuseppe;Ferro;F088;808827032;
Valentina;Fontana;F089;808827033;
Edoardo;Gallo;F092;808827034;
Elena;Gatti;F093;810503168;
Giovanni;Giordano;F095;810503169;
Beatrice;Grassi;F096;810503170;
Davide;Greco;F097;828578591;
Giuliana;Guerra;F098;875567461;
Federico;Lombardo;F100;875567462;
Sara;Bianchi;F101;899582294;
Alessio;Romano;F102;899582296;
Eleonora;Colombo;F104;899582299;
Antonio;Ricci;F105;899582300;
Vittoria;Marino;F106;899582301;
Tommaso;Greco;F107;899582302;
Francesca;Bruno;F108;899582303;
Simone;Gallo;F109;899582304;
Carolina;Conti;F111;899582305;
Marco;De Luca;F112;920239472;
Chiaretta;Costa;F110;920239473;
Filippo;Mancini;F113;938930450;
Teresa;Rizzo;F114;938930451;
Michele;Lombardi;F115;941200061;
Angelica;Moretti;F117;951375037;
Mattia;Barbieri;F118;957545540;
Caterina;Fontana;F119;982195950;
Stefano;Santoro;F120;984931642;
Ludovica;Mariani;F122;984931645;
Christian;Rinaldi;F123;984931646;
Irene;Ferrara;F125;984931647;
Niccolò;Martini;F126;984931648;
Rebecca;Leone;F127;984931650;
Raffaele;Gatti;F130;984931651;
Elisa;Benedetti;F131;984931652;
Daniele;Sartori;F132;993115549;
Veronica;Monti;F133;993115550;
Fabio;Villa;F134;993115551;
Gloria;Amato;F135;993115552;
Paolo;Marini;F136;993115553;
Benedetta;De Santis;F138;993115554;
Enrico;Palumbo;F139;1000475627;
Adelaide;Bernardi;F140;1015007188;
Manuel;Fiore;F141;1015007189;
Rosanna;Ferri;F144;1015007190;
Vincenzo;Pellegrini;F145;13712553;
Marika;Damico;F146;1024138229;
Valerio;Basile;F147;1024138230;
Marta;Graziani;F148;1024138231;
Cristiano;Rossetti;F149;1024138232;
Isabella;Palmieri;F151;1024138233;
Michele;Donati;F152;1024138234;
Angelina;Battaglia;F153;1024138235;
Massimo;Martino;F154;1024138236;
Benedetta;Rizzi;F155;1024138237;
Renato;Neri;F156;1024138238;
Bianca;Vitale;F157;1024138239;
Salvatore;De Angelis;F158;1064640601;
Carlotta;Serra;F161;1064640602;
Giulio;Coppola;F162;1064640606;
Letizia;Testa;F165;1064640607;
Pietro;Piazza;F168;1064640616;
Roberta;Ferraro;F170;1064640638;
Giorgio;Valentini;F167;1076807641;
Alessia;Bianchini;F171;1108960992;
Danilo;Benedetti;F172;1157785114;
Elena;Parisi;F173;1169662555;
Umberto;Sacco;F175;1169662559;
Aurora;De Rosa;F176;16021839;
