,nome,cognome,nascita,osm_id,Unnamed: 4,data_nascita,c_nome,c_cognome,anno_nascita,mese_nascita,genere,giorno_nascita,num_giorno,cod_fisc,num,year_built,total_floors,code,fclass,name,type,area
831,Salvatore,Ferraro,B054,244930821,,1994-04-29 21:17:17.117024,SLVTR,FRRR,94,D,0,29,29,FRRRSLVTR94D29B054,95,1961,4,1500,building,,,575
832,Vittoria,Ferro,B055,244930822,,1982-05-25 21:17:17.117024,VTTR,FRR,82,E,40,25,65,FRRVTTR82E65B055,53,1952,1,1500,building,,apartments,645
833,Samuele,Fontana,B056,244930823,,1968-01-07 21:17:17.117024,SML,FNTN,68,A,40,7,47,FNTNSML68A47B056,70,2009,4,1500,building,,house,111
834,Vittoria,Gallo,B057,244930824,,1976-04-24 21:17:17.117024,VTTR,GLL,76,D,40,24,64,GLLVTTR76D64B057,38,1992,7,1500,building,,apartments,322
835,Sandro,Gatti,B058,244930825,,1990-10-28 21:17:17.117024,SNDR,GTT,90,R,40,28,68,GTTSNDR90R68B058,87,1914,7,1500,building,,house,211
836,Vittoria,Giordano,B061,244930826,,1988-10-11 21:17:17.117024,VTTR,GRDN,88,R,0,11,11,GRDNVTTR88R11B061,54,1955,1,1500,building,,apartments,494
837,Santino,Grassi,B062,244930827,,2002-02-02 21:17:17.117024,SNTN,GRSS,02,B,40,2,42,GRSSSNTN02B42B062,76,1913,4,1500,building,,industrial,2828
838,Vittoria,Greco,B063,244930828,,1967-12-02 21:17:17.117024,VTTR,GRC,67,T,0,2,2,GRCVTTR67T2B063,62,1957,1,1500,building,,apartments,361
839,Santo,Guerra,B064,244930829,,1982-11-24 21:17:17.117024,SNT,GRR,82,S,40,24,64,GRRSNT82S64B064,97,1985,8,1500,building,,apartments,370
840,Vittoria,Lombardo,B067,244930830,,1971-09-15 21:17:17.117024,VTTR,LMBRD,71,P,0,15,15,LMBRDVTTR71P15B067,40,1927,6,1500,building,,house,110
841,Sebastiano,Longo,B068,244930831,,1985-09-12 21:17:17.117024,SBSTN,LNG,85,P,0,12,12,LNGSBSTN85P12B068,35,1900,3,1500,building,,apartments,340
842,Vittoria,Marino,B069,244930832,,1999-07-11 21:17:17.117024,VTTR,MRN,99,L,0,11,11,MRNVTTR99L11B069,23,1918,7,1500,building,,industrial,1076
843,Secondo,Martini,B070,244931198,,1978-11-30 21:17:17.117024,SCND,MRTN,78,S,0,30,30,MRTNSCND78S30B070,2,1947,3,1500,building,,apartments,839
844,Vittoria,Martinelli,B073,244931199,,1992-10-22 21:17:17.117024,VTTR,MRTNLL,92,R,40,22,62,MRTNLLVTTR92R62B073,49,2002,1,1500,building,,apartments,530
845,Sergio,Mariani,B071,244931200,,1968-07-10 21:17:17.117024,SRG,MRN,68,L,0,10,10,MRNSRG68L10B071,54,2010,9,1500,building,,house,129
846,Vittoria,Mazzola,B075,244931201,,1984-11-05 21:17:17.117024,VTTR,MZZL,84,S,0,5,5,MZZLVTTR84S5B075,88,1927,9,1500,building,,house,142
847,Silvano,Mazzoli,B076,244931202,,1971-08-20 21:17:17.117024,SLVN,MZZL,71,M,40,20,60,MZZLSLVN71M60B076,72,1940,1,1500,building,,apartments,286
848,Vittoria,Messina,B077,244931203,,1997-06-23 21:17:17.117024,VTTR,MSSN,97,H,0,23,23,MSSNVTTR97H23B077,50,1938,7,1500,building,,apartments,474
849,Silverio,Montagna,B079,244931204,,1977-12-03 21:17:17.117024,SLVR,MNTGN,77,T,40,3,43,MNTGNSLVR77T43B079,80,1970,9,1500,building,,apartments,302
850,Vittoria,Montanari,B080,244931205,,1983-02-16 21:17:17.117024,VTTR,MNTNR,83,B,40,16,56,MNTNRVTTR83B56B080,64,1934,7,1500,building,,house,280
851,Siro,Napolitano,B081,244946503,,1979-11-30 21:17:17.117024,SR,NPLTN,79,S,40,30,70,NPLTNSR79S70B081,47,1904,7,1500,building,,apartments,578
852,Vittoria,Pagano,B082,244946504,,1976-09-04 21:17:17.117024,VTTR,PGN,76,P,40,4,44,PGNVTTR76P44B082,100,1971,1,1500,building,,apartments,1064
853,Stefano,Pellegrini,B083,244946505,,1974-02-05 21:17:17.117024,STFN,PLLGRN,74,B,0,5,5,PLLGRNSTFN74B5B083,9,1913,6,1500,building,,apartments,353
854,Vittoria,Piazza,B084,244946506,,1990-10-01 21:17:17.117024,VTTR,PZZ,90,R,0,1,1,PZZVTTR90R1B084,100,1965,9,1500,building,,,606
855,Taddeo,Pinto,B085,244946507,,1983-06-05 21:17:17.117024,TDD,PNT,83,H,0,5,5,PNTTDD83H5B085,25,1928,8,1500,building,,apartments,418
856,Vittoria,Pugliese,B086,244946508,,1997-08-08 21:17:17.117024,VTTR,PGLS,97,M,40,8,48,PGLSVTTR97M48B086,19,1957,3,1500,building,,apartments,413
857,Terenzio,Riva,B088,244946509,,2002-02-05 21:17:17.117024,TRNZ,RV,02,B,0,5,5,RVTRNZ02B5B088,29,1931,9,1500,building,,apartments,355
858,Vittoria,Rizzi,B091,244946510,,1970-08-21 21:17:17.117024,VTTR,RZZ,70,M,0,21,21,RZZVTTR70M21B091,39,1913,2,1500,building,,house,328
859,Tiberio,Rizzo,B094,244946511,,1983-07-01 21:17:17.117024,TBR,RZZ,83,L,40,1,41,RZZTBR83L41B094,6,1911,5,1500,building,,garage,81
860,Vittoria,Romano,B097,244946512,,1999-03-18 21:17:17.117024,VTTR,RMN,99,C,40,18,58,RMNVTTR99C58B097,47,1912,5,1500,building,,house,274
861,Tiburzio,Rossetti,B099,244948064,,1993-03-22 21:17:17.117024,TBRZ,RSSTT,93,C,0,22,22,RSSTTTBRZ93C22B099,71,1932,1,1500,building,,apartments,605
862,Vittoria,Ruggiero,B098,244948065,,1968-05-21 21:17:17.117024,VTTR,RGGR,68,E,40,21,61,RGGRVTTR68E61B098,36,1915,5,1500,building,,apartments,1399
863,Timoteo,Russo,B100,244948066,,1989-06-19 21:17:17.117024,TMT,RSS,89,H,0,19,19,RSSTMT89H19B100,66,1937,8,1500,building,,apartments,340
864,Vittoria,Sacco,B101,244948067,,1969-04-09 21:17:17.117024,VTTR,SCC,69,D,40,9,49,SCCVTTR69D49B101,57,1937,2,1500,building,,house,344
865,Tito,Sartori,B102,244948068,,1990-04-26 21:17:17.117024,TT,SRTR,90,D,40,26,66,SRTRTT90D66B102,21,1912,5,1500,building,,apartments,1311
866,Vittoria,Serra,A720,244948069,,2003-01-15 21:17:17.117024,VTTR,SRR,03,A,40,15,55,SRRVTTR03A55A720,98,1968,1,1500,building,,apartments,920
867,Tommaso,Silvestri,B104,244948070,,1994-01-30 21:17:17.117024,TMMS,SLVSTR,94,A,0,30,30,SLVSTRTMMS94A30B104,100,1972,5,1500,building,,apartments,960
868,Vittoria,Sorrentino,B105,244948071,,1998-05-28 21:17:17.117024,VTTR,SRRNTN,98,E,40,28,68,SRRNTNVTTR98E68B105,33,1946,7,1500,building,,apartments,351
869,Tonino,Testa,B106,244948072,,2000-06-25 21:17:17.117024,TNN,TST,00,H,0,25,25,TSTTNN00H25B106,32,1910,8,1500,building,,,97
870,Vittoria,Valentini,B107,244948073,,1971-05-15 21:17:17.117024,VTTR,VLNTN,71,E,0,15,15,VLNTNVTTR71E15B107,87,1915,1,1500,building,,apartments,372
871,Ubaldo,Villa,B109,244948074,,1987-04-04 21:17:17.117024,BLD,VLL,87,D,40,4,44,VLLBLD87D44B109,31,1979,9,1500,building,,apartments,312
872,Vittoria,Vitale,B110,244948075,,1984-03-20 21:17:17.117024,VTTR,VTL,84,C,0,20,20,VTLVTTR84C20B110,83,2008,8,1500,building,,apartments,297
873,Uberto,Amato,B111,244948076,,1972-09-26 21:17:17.117024,BRT,MT,72,P,0,26,26,MTBRT72P26B111,95,1977,8,1500,building,,apartments,367
874,Vittoria,Barbieri,B112,244948077,,1995-07-29 21:17:17.117024,VTTR,BRBR,95,L,0,29,29,BRBRVTTR95L29B112,60,1998,7,1500,building,,,370
875,Ugo,Basile,B114,244948078,,1991-10-21 21:17:17.117024,G,BSL,91,R,40,21,61,BSLG91R61B114,59,1998,3,1500,building,,apartments,862
876,Vittoria,Bernardi,B115,244948079,,1986-04-03 21:17:17.117024,VTTR,BRNRD,86,D,40,3,43,BRNRDVTTR86D43B115,60,1952,4,1500,building,,apartments,294
877,Ulisse,Caputo,B116,244948080,,1982-11-26 21:17:17.117024,LSS,CPT,82,S,0,26,26,CPTLSS82S26B116,12,1970,4,1500,building,,apartments,677
878,Vittoria,Carbone,B117,244948081,,1981-09-16 21:17:17.117024,VTTR,CRBN,81,P,0,16,16,CRBNVTTR81P16B117,70,1978,1,1500,building,,apartments,522
879,Urbano,Conti,B118,244948564,,1985-12-10 21:17:17.117024,RBN,CNT,85,T,0,10,10,CNTRBN85T10B118,38,1988,4,1500,building,,house,127
880,Vittoria,Coppola,B120,244948565,,1984-08-30 21:17:17.117024,VTTR,CPPL,84,M,40,30,70,CPPLVTTR84M70B120,12,1985,8,1500,building,,detached,242
881,Valentino,Damico,B121,245171123,,1982-05-06 21:17:17.117024,VLNTN,DMC,82,E,0,6,6,DMCVLNTN82E6B121,45,1980,8,1500,building,,apartments,840
882,Vittoria,De Angelis,B123,245171124,,2003-06-18 21:17:17.117024,VTTR,DNGLS,03,H,0,18,18,DNGLSVTTR03H18B123,50,1922,6,1500,building,,apartments,874
883,Valerio,De Rosa,B124,245171125,,1992-09-11 21:17:17.117024,VLR,DRS,92,P,40,11,51,DRSVLR92P51B124,65,1918,4,1500,building,,apartments,1827
884,Vittoria,De Luca,B126,245171126,,1987-06-08 21:17:17.117024,VTTR,DLC,87,H,40,8,48,DLCVTTR87H48B126,71,1940,3,1500,building,,apartments,963
885,Vanni,D'Angelo,B128,245171127,,1966-06-12 21:17:17.117024,VNN,DNGL,66,H,0,12,12,DNGLVNN66H12B128,40,1951,6,1500,building,,apartments,1167
886,Vittoria,D'Amico,B132,245171128,,1990-07-23 21:17:17.117024,VTTR,DMC,90,L,40,23,63,DMCVTTR90L63B132,50,1914,6,1500,building,,apartments,393
887,Vincenzo,D'Amore,B134,245171129,,1980-05-26 21:17:17.117024,VNCNZ,DMR,80,E,0,26,26,DMRVNCNZ80E26B134,97,2005,6,1500,building,,apartments,530
888,Vittoria,De Santis,B137,245171130,,1987-10-18 21:17:17.117024,VTTR,DSNTS,87,R,40,18,58,DSNTSVTTR87R58B137,28,1904,8,1500,building,,apartments,603
889,Vitale,Donati,B138,245171131,,2001-12-14 21:17:17.117024,VTL,DNT,01,T,0,14,14,DNTVTL01T14B138,48,1927,7,1500,building,,apartments,376
890,Vittoria,Farina,B141,245171132,,1980-10-30 21:17:17.117024,VTTR,FRN,80,R,40,30,70,FRNVTTR80R70B141,25,2017,6,1500,building,,apartments,606
891,Vittorio,Ferraro,B142,245171133,,1972-10-07 21:17:17.117024,VTTR,FRRR,72,R,40,7,47,FRRRVTTR72R47B142,30,1985,1,1500,building,,house,131
892,Vittoria,Ferro,B143,245171134,,1987-01-22 21:17:17.117024,VTTR,FRR,87,A,40,22,62,FRRVTTR87A62B143,67,1923,7,1500,building,,house,239
893,Vittore,Fontana,B144,245171135,,1975-02-06 21:17:17.117024,VTTR,FNTN,75,B,40,6,46,FNTNVTTR75B46B144,99,1993,4,1500,building,,apartments,851
894,Vittoria,Gallo,B145,245171136,,1967-09-04 21:17:17.117024,VTTR,GLL,67,P,0,4,4,GLLVTTR67P4B145,79,1977,8,1500,building,,apartments,1039
895,Zaccheo,Gatti,B149,245171137,,1974-03-25 21:17:17.117024,ZCCH,GTT,74,C,40,25,65,GTTZCCH74C65B149,18,1928,1,1500,building,,apartments,837
896,Vittoria,Giordano,B150,245171138,,1999-05-01 21:17:17.117024,VTTR,GRDN,99,E,0,1,1,GRDNVTTR99E1B150,63,1948,3,1500,building,,house,330
897,Zaccaria,Grassi,B152,245171139,,1982-09-21 21:17:17.117024,ZCCR,GRSS,82,P,0,21,21,GRSSZCCR82P21B152,63,1984,1,1500,building,,house,323
898,Vittoria,Greco,B153,245174390,,1985-11-16 21:17:17.117024,VTTR,GRC,85,S,0,16,16,GRCVTTR85S16B153,80,1931,6,1500,building,,apartments,457
899,Zeno,Guerra,B154,245174391,,1979-08-19 21:17:17.117024,ZN,GRR,79,M,40,19,59,GRRZN79M59B154,16,1965,8,1500,building,,house,341
900,Vittoria,Lombardo,B156,245174392,,1979-09-13 21:17:17.117024,VTTR,LMBRD,79,P,40,13,53,LMBRDVTTR79P53B156,68,1967,8,1500,building,,apartments,451
901,Alessio,Bianchi,B157,245174393,,1975-09-29 21:17:17.117024,LSS,BNCH,75,P,0,29,29,BNCHLSS75P29B157,85,1922,3,1500,building,,apartments,457
902,Vittoria,Romano,B158,245174394,,2002-05-02 21:17:17.117024,VTTR,RMN,02,E,0,2,2,RMNVTTR02E2B158,65,1999,3,1500,building,,apartments,657
903,Christian,Colombo,B159,245174395,,1982-05-21 21:17:17.117024,CHRSTN,CLMB,82,E,0,21,21,CLMBCHRSTN82E21B159,6,1975,9,1500,building,,apartments,435
904,Vittoria,Ricci,B160,245174396,,1986-12-12 21:17:17.117024,VTTR,RCC,86,T,40,12,52,RCCVTTR86T52B160,74,1983,8,1500,building,,house,161
905,Fabio,Marino,B161,245174397,,1994-05-01 21:17:17.117024,FB,MRN,94,E,40,1,41,MRNFB94E41B161,66,1931,6,1500,building,,apartments,773
906,Vittoria,Greco,B162,245174398,,2001-04-27 21:17:17.117024,VTTR,GRC,01,D,0,27,27,GRCVTTR01D27B162,25,1988,4,1500,building,,house,260
907,Federico,Bruno,B166,245174399,,1996-11-13 21:17:17.117024,FDRC,BRN,96,S,40,13,53,BRNFDRC96S53B166,29,1993,3,1500,building,,apartments,278
908,Vittoria,Gallo,B167,245174400,,1981-07-14 21:17:17.117024,VTTR,GLL,81,L,0,14,14,GLLVTTR81L14B167,69,1995,5,1500,building,,apartments,435
909,Filippo,Conti,B169,245174402,,1975-01-15 21:17:17.117024,FLPP,CNT,75,A,40,15,55,CNTFLPP75A55B169,89,1945,4,1500,building,,house,255
910,Vittoria,De Luca,B171,245174403,,1965-02-06 21:17:17.117024,VTTR,DLC,65,B,40,6,46,DLCVTTR65B46B171,15,1934,2,1500,building,,apartments,675
911,Giacomo,Costa,B172,245174404,,2001-05-06 21:17:17.117024,GCM,CST,01,E,40,6,46,CSTGCM01E46B172,11,1961,8,1500,building,,house,231
912,Vittoria,Mancini,B173,245174405,,1977-07-19 21:17:17.117024,VTTR,MNCN,77,L,40,19,59,MNCNVTTR77L59B173,10,1938,8,1500,building,,apartments,269
913,Giammaria,Rizzo,B175,245174407,,1975-02-01 21:17:17.117024,GMMR,RZZ,75,B,0,1,1,RZZGMMR75B1B175,52,1927,8,1500,building,,apartments,256
914,Vittoria,Lombardi,B176,245174408,,1985-10-15 21:17:17.117024,VTTR,LMBRD,85,R,0,15,15,LMBRDVTTR85R15B176,7,1904,1,1500,building,,house,136
915,Guglielmo,Moretti,B179,245188114,,1968-03-16 21:17:17.117024,GGLLM,MRTT,68,C,40,16,56,MRTTGGLLM68C56B179,95,1967,3,1500,building,,apartments,574
916,Vittoria,Barbieri,B178,245188117,,1965-04-07 21:17:17.117024,VTTR,BRBR,65,D,40,7,47,BRBRVTTR65D47B178,54,2017,5,1500,building,,industrial,6321
917,Mauro,Fontana,B180,245188118,,1995-08-07 21:17:17.117024,MR,FNTN,95,M,40,7,47,FNTNMR95M47B180,15,1958,6,1500,building,,house,294
918,Vittoria,Santoro,B181,245188119,,2000-12-26 21:17:17.117024,VTTR,SNTR,00,T,40,26,66,SNTRVTTR00T66B181,66,1992,5,1500,building,,house,294
919,Simone,Mariani,B182,245188120,,2005-01-27 21:17:17.117024,SMN,MRN,05,A,0,27,27,MRNSMN05A27B182,24,1901,9,1500,building,,apartments,472
920,Vittoria,Rinaldi,B183,245188121,,1964-10-02 21:17:17.117024,VTTR,RNLD,64,R,40,2,42,RNLDVTTR64R42B183,68,1921,8,1500,building,,apartments,474
921,Tiziano,Ferrara,B184,245188122,,1985-11-20 21:17:17.117024,TZN,FRRR,85,S,0,20,20,FRRRTZN85S20B184,28,1986,3,1500,building,,apartments,535
922,Vittoria,Martini,B187,245188123,,1973-01-17 21:17:17.117024,VTTR,MRTN,73,A,0,17,17,MRTNVTTR73A17B187,95,1915,6,1500,building,,apartments,737
923,Adriano,Leone,B188,245188124,,1985-03-26 21:17:17.117024,DRN,LN,85,C,0,26,26,LNDRN85C26B188,26,1952,3,1500,building,,apartments,769
924,Vittoria,Gatti,B191,245188125,,1983-07-18 21:17:17.117024,VTTR,GTT,83,L,0,18,18,GTTVTTR83L18B191,52,2001,4,1500,building,,apartments,761
925,Alessandro,Benedetti,B192,245188126,,1997-02-08 21:17:17.117024,LSSNDR,BNDTT,97,B,0,8,8,BNDTTLSSNDR97B8B192,74,1931,2,1500,building,,apartments,1163
926,Vittoria,Sartori,B193,245188127,,1969-11-02 21:17:17.117024,VTTR,SRTR,69,S,40,2,42,SRTRVTTR69S42B193,22,1929,9,1500,building,,apartments,929
927,Antonio,Monti,B194,245188128,,1975-05-06 21:17:17.117024,NTN,MNT,75,E,0,6,6,MNTNTN75E6B194,43,1915,7,1500,building,,apartments,929
928,Vittoria,Villa,B195,245188129,,1991-08-17 21:17:17.117024,VTTR,VLL,91,M,0,17,17,VLLVTTR91M17B195,35,1903,5,1500,building,,house,133
929,Augusto,Amato,B196,245188130,,1999-06-13 21:17:17.117024,GST,MT,99,H,40,13,53,MTGST99H53B196,53,1990,2,1500,building,,,1668
930,Vittoria,Marini,B197,245188131,,1968-01-28 21:17:17.117024,VTTR,MRN,68,A,0,28,28,MRNVTTR68A28B197,81,1950,1,1500,building,,house,122
931,Bruno,De Santis,B198,245188132,,1964-04-28 21:17:17.117024,BRN,DSNTS,64,D,40,28,68,DSNTSBRN64D68B198,81,1962,7,1500,building,,house,154
932,Vittoria,Palumbo,B200,245188133,,1998-04-25 21:17:17.117024,VTTR,PLMB,98,D,40,25,65,PLMBVTTR98D65B200,65,1905,3,1500,building,,apartments,399
933,Carlo,Bernardi,B201,245188134,,1993-04-22 21:17:17.117024,CRL,BRNRD,93,D,40,22,62,BRNRDCRL93D62B201,57,1903,1,1500,building,,house,125
934,Vittoria,Fiore,B202,245188135,,1971-03-04 21:17:17.117024,VTTR,FR,71,C,40,4,44,FRVTTR71C44B202,7,1918,6,1500,building,,,245
935,Dario,Ferri,B203,245188136,,2000-09-25 21:17:17.117024,DR,FRR,00,P,40,25,65,FRRDR00P65B203,86,1963,7,1500,building,,house,64
936,Vittoria,Pellegrini,B204,245188137,,2003-12-13 21:17:17.117024,VTTR,PLLGRN,03,T,40,13,53,PLLGRNVTTR03T53B204,90,1931,4,1500,building,,house,226
937,Edoardo,Damico,B205,245188138,,1979-02-23 21:17:17.117024,DRD,DMC,79,B,0,23,23,DMCDRD79B23B205,51,1931,8,1500,building,,industrial,1347
938,Vittoria,Basile,B207,245188139,,1988-07-17 21:17:17.117024,VTTR,BSL,88,L,40,17,57,BSLVTTR88L57B207,83,1900,9,1500,building,,house,375
939,Enrico,Graziani,B209,245188140,,1969-04-12 21:17:17.117024,NRC,GRZN,69,D,40,12,52,GRZNNRC69D52B209,100,1912,7,1500,building,,industrial,338
940,Vittoria,Rossetti,B212,245188141,,1983-04-26 21:17:17.117024,VTTR,RSSTT,83,D,0,26,26,RSSTTVTTR83D26B212,13,2019,9,1500,building,,house,276
941,Ezio,Palmieri,B213,245188142,,1982-04-14 21:17:17.117024,Z,PLMR,82,D,40,14,54,PLMRZ82D54B213,60,1985,5,1500,building,,house,94
942,Vittoria,Donati,B214,245188143,,1993-08-04 21:17:17.117024,VTTR,DNT,93,M,40,4,44,DNTVTTR93M44B214,34,1977,3,1500,building,,house,192
943,Fabio,Battaglia,B215,245188144,,1991-08-21 21:17:17.117024,FB,BTTGL,91,M,0,21,21,BTTGLFB91M21B215,1,1932,3,1500,building,,house,66
944,Vittoria,Martino,B216,245188145,,1973-04-28 21:17:17.117024,VTTR,MRTN,73,D,0,28,28,MRTNVTTR73D28B216,79,1941,6,1500,building,,house,199
945,Federico,Rizzi,B217,245188146,,1999-08-12 21:17:17.117024,FDRC,RZZ,99,M,40,12,52,RZZFDRC99M52B217,94,1977,3,1500,building,,house,76
946,Vittoria,Neri,B218,245188147,,1966-08-16 21:17:17.117024,VTTR,NR,66,M,40,16,56,NRVTTR66M56B218,5,2001,8,1500,building,,house,61
947,Filippo,Vitale,B219,245188148,,1966-06-03 21:17:17.117024,FLPP,VTL,66,H,0,3,3,VTLFLPP66H3B219,49,1924,7,1500,building,,house,403
948,Vittoria,De Angelis,B220,245188149,,1964-01-08 21:17:17.117024,VTTR,DNGLS,64,A,0,8,8,DNGLSVTTR64A8B220,3,2010,2,1500,building,,house,97
949,Francesco,Serra,B221,245188150,,1972-05-09 21:17:17.117024,FRNCSC,SRR,72,E,0,9,9,SRRFRNCSC72E9B221,16,1908,3,1500,building,,house,68
950,Vittoria,Coppola,B223,245188151,,1980-03-22 21:17:17.117024,VTTR,CPPL,80,C,40,22,62,CPPLVTTR80C62B223,47,1956,2,1500,building,,apartments,426
951,Franco,Testa,B225,245188152,,1998-01-13 21:17:17.117024,FRNC,TST,98,A,0,13,13,TSTFRNC98A13B225,93,1929,5,1500,building,,,561
952,Vittoria,Piazza,B227,245188153,,1965-12-05 21:17:17.117024,VTTR,PZZ,65,T,40,5,45,PZZVTTR65T45B227,100,1927,4,1500,building,,house,68
953,Gabriele,Ferraro,B228,245188154,,1999-05-09 21:17:17.117024,GBRL,FRRR,99,E,0,9,9,FRRRGBRL99E9B228,45,1904,8,1500,building,,house,85
954,Vittoria,Valentini,B229,245188155,,1996-02-03 21:17:17.117024,VTTR,VLNTN,96,B,40,3,43,VLNTNVTTR96B43B229,3,1932,8,1500,building,,house,92
955,Gennaro,Bianchini,B230,245188156,,1984-08-07 21:17:17.117024,GNNR,BNCHN,84,M,40,7,47,BNCHNGNNR84M47B230,82,1968,5,1500,building,,house,95
956,Vittoria,Benedetti,B232,245188157,,1970-03-23 21:17:17.117024,VTTR,BNDTT,70,C,40,23,63,BNDTTVTTR70C63B232,9,1963,7,1500,building,,house,66
957,Giacomo,Parisi,B234,245188158,,1967-11-08 21:17:17.117024,GCM,PRS,67,S,40,8,48,PRSGCM67S48B234,36,1925,8,1500,building,,house,67
958,Vittoria,Sacco,B235,245188159,,1969-04-16 21:17:17.117024,VTTR,SCC,69,D,40,16,56,SCCVTTR69D56B235,58,1977,8,1500,building,,house,70
959,Giampaolo,De Rosa,B236,245188160,,1985-03-22 21:17:17.117024,GMPL,DRS,85,C,40,22,62,DRSGMPL85C62B236,75,1977,9,1500,building,,house,62
960,Vittoria,Ferretti,B237,245188161,,1977-10-08 21:17:17.117024,VTTR,FRRTT,77,R,40,8,48,FRRTTVTTR77R48B237,16,1955,8,1500,building,,house,73
961,Giancarlo,Morelli,B238,245188162,,2000-12-09 21:17:17.117024,GNCRL,MRLL,00,T,0,9,9,MRLLGNCRL00T9B238,41,1913,1,1500,building,,house,66
962,Vittoria,Contini,B239,245188163,,1980-07-25 21:17:17.117024,VTTR,CNTN,80,L,40,25,65,CNTNVTTR80L65B239,54,1955,4,1500,building,,house,67
963,Gianfranco,Mazzoli,B240,245188164,,1975-09-06 21:17:17.117024,GNFRNC,MZZL,75,P,0,6,6,MZZLGNFRNC75P6B240,62,1963,6,1500,building,,house,68
964,Vittoria,Rosati,B242,245188165,,1991-02-14 21:17:17.117024,VTTR,RST,91,B,0,14,14,RSTVTTR91B14B242,65,1903,8,1500,building,,house,72
965,Gianluca,De Luca,B243,245188166,,1964-03-11 21:17:17.117024,GNLC,DLC,64,C,0,11,11,DLCGNLC64C11B243,81,1923,9,1500,building,,house,69
966,Vittoria,Costa,B246,245188167,,1965-12-05 21:17:17.117024,VTTR,CST,65,T,40,5,45,CSTVTTR65T45B246,31,1902,5,1500,building,,house,68
967,Gianmarco,Gallo,B247,245188168,,1980-08-24 21:17:17.117024,GNMRC,GLL,80,M,0,24,24,GLLGNMRC80M24B247,39,1979,5,1500,building,,house,71
968,Vittoria,Santoro,B248,245188169,,1986-10-05 21:17:17.117024,VTTR,SNTR,86,R,0,5,5,SNTRVTTR86R5B248,61,1968,1,1500,building,,apartments,913
969,Gianmaria,Caputo,B249,245188170,,1985-05-04 21:17:17.117024,GNMR,CPT,85,E,40,4,44,CPTGNMR85E44B249,23,1930,8,1500,building,,house,141
970,Vittoria,D'Angelo,B250,245188171,,1974-08-06 21:17:17.117024,VTTR,DNGL,74,M,0,6,6,DNGLVTTR74M6B250,51,1953,4,1500,building,,house,58
971,Gianpaolo,Benedetto,B251,245188172,,1995-03-15 21:17:17.117024,GNPL,BNDTT,95,C,40,15,55,BNDTTGNPL95C55B251,66,2008,8,1500,building,,apartments,427
972,Vittoria,Marchetti,B255,245188173,,2003-06-12 21:17:17.117024,VTTR,MRCHTT,03,H,0,12,12,MRCHTTVTTR03H12B255,24,1983,7,1500,building,,house,148
973,Gianpiero,D'Amico,B256,245188174,,2000-05-10 21:17:17.117024,GNPR,DMC,00,E,40,10,50,DMCGNPR00E50B256,84,1932,4,1500,building,,house,69
974,Vittoria,Moretti,B258,245188175,,2000-07-13 21:17:17.117024,VTTR,MRTT,00,L,40,13,53,MRTTVTTR00L53B258,37,1933,9,1500,building,,house,68
975,Giorgio,Silvestri,B259,245188176,,1982-08-16 21:17:17.117024,GRG,SLVSTR,82,M,0,16,16,SLVSTRGRG82M16B259,77,1948,3,1500,building,,house,128
976,Vittoria,Rinaldi,B261,245188177,,1964-10-15 21:17:17.117024,VTTR,RNLD,64,R,40,15,55,RNLDVTTR64R55B261,85,1950,4,1500,building,,house,673
977,Giovanni,Montanari,B262,245188178,,1964-12-22 21:17:17.117024,GVNN,MNTNR,64,T,40,22,62,MNTNRGVNN64T62B262,89,1930,1,1500,building,,house,340
978,Vittoria,Caruso,B264,245188179,,1965-09-19 21:17:17.117024,VTTR,CRS,65,P,40,19,59,CRSVTTR65P59B264,47,1952,6,1500,building,,house,280
979,Giuseppe,Gatti,B265,245188180,,1999-07-13 21:17:17.117024,GSPP,GTT,99,L,40,13,53,GTTGSPP99L53B265,16,1976,7,1500,building,,apartments,611
980,Vittoria,Battaglia,B266,245188181,,1975-05-16 21:17:17.117024,VTTR,BTTGL,75,E,0,16,16,BTTGLVTTR75E16B266,44,1924,4,1500,building,,house,149
981,Gregorio,Silvestri,B267,245188182,,1998-05-16 21:17:17.117024,GRGR,SLVSTR,98,E,0,16,16,SLVSTRGRGR98E16B267,61,1961,5,1500,building,,apartments,313
982,Vittoria,Palumbo,B269,245188183,,2001-07-08 21:17:17.117024,VTTR,PLMB,01,L,0,8,8,PLMBVTTR01L8B269,94,1924,2,1500,building,,house,71
983,Guido,Fiore,B270,245188184,,2001-08-04 21:17:17.117024,GD,FR,01,M,40,4,44,FRGD01M44B270,9,1994,4,1500,building,,house,199
984,Vittoria,Sartori,B272,245188185,,1994-06-13 21:17:17.117024,VTTR,SRTR,94,H,40,13,53,SRTRVTTR94H53B272,23,1921,3,1500,building,,house,70
985,Iacopo,Damico,B274,245188186,,2004-05-27 21:17:17.117024,CP,DMC,04,E,40,27,67,DMCCP04E67B274,75,2017,4,1500,building,,house,69
986,Vittoria,Villa,B275,245188187,,1987-10-07 21:17:17.117024,VTTR,VLL,87,R,0,7,7,VLLVTTR87R7B275,60,1933,1,1500,building,,house,68
987,Italo,Coppola,B276,245188188,,1977-01-18 21:17:17.117024,TL,CPPL,77,A,40,18,58,CPPLTL77A58B276,90,2014,2,1500,building,,house,68
988,Vittoria,Farina,B278,245188665,,1967-06-10 21:17:17.117024,VTTR,FRN,67,H,40,10,50,FRNVTTR67H50B278,49,1926,7,1500,building,,,107
