,nome,cognome,nascita,osm_id,Unnamed: 4,data_nascita,c_nome,c_cognome,anno_nascita,mese_nascita,genere,giorno_nascita,num_giorno,cod_fisc,num,year_built,total_floors
1205,Pietro,Colombo,B580,285876965,,1973-11-15 21:17:17.117024,PTR,CLMB,73,S,40,15,55,CLMBPTR73S55B580,71,1948,9
1206,Roberta,Coppola,B581,285876966,,1973-01-07 21:17:17.117024,RBRT,CPPL,73,A,0,7,7,CPPLRBRT73A7B581,51,1969,4
1207,Giorgio,Costa,B582,285876967,,1967-11-24 21:17:17.117024,GRG,CST,67,S,0,24,24,CSTGRG67S24B582,32,1925,1
1208,Alessia,De Luca,B584,285876968,,1974-02-15 21:17:17.117024,LSS,DLC,74,B,40,15,55,DLCLSS74B55B584,99,1992,1
1209,Danilo,De Santis,B586,285876969,,1998-05-23 21:17:17.117024,DNL,DSNTS,98,E,40,23,63,DSNTSDNL98E63B586,34,1997,8
1210,Elena,Donati,B588,285876970,,1996-03-08 21:17:17.117024,LN,DNT,96,C,40,8,48,DNTLN96C48B588,26,1966,1
1211,Umberto,Esposito,B587,285876971,,2001-01-17 21:17:17.117024,MBRT,SPST,01,A,40,17,57,SPSTMBRT01A57B587,43,1982,7
1212,Aurora,Farina,B589,285876972,,2003-09-14 21:17:17.117024,RR,FRN,03,P,0,14,14,FRNRR03P14B589,59,1991,7
1213,Fernando,Fabbri,B590,285876973,,1998-01-30 21:17:17.117024,FRNND,FBBR,98,A,40,30,70,FBBRFRNND98A70B590,86,1967,9
1214,Giuliana,Ferri,B591,285876974,,2000-05-14 21:17:17.117024,GLN,FRR,00,E,40,14,54,FRRGLN00E54B591,88,1995,4
1215,Dario,Ferrara,B592,285876975,,1990-03-23 21:17:17.117024,DR,FRRR,90,C,40,23,63,FRRRDR90C63B592,5,1964,7
1216,Ginevra,Ferrari,B593,285876976,,1987-07-10 21:17:17.117024,GNVR,FRRR,87,L,40,10,50,FRRRGNVR87L50B593,76,1923,2
1217,Rocco,Fiore,B594,285876977,,1978-11-14 21:17:17.117024,RCC,FR,78,S,40,14,54,FRRCC78S54B594,7,1946,8
1218,Carlotta,Fontana,B597,285876978,,1976-01-08 21:17:17.117024,CRLTT,FNTN,76,A,0,8,8,FNTNCRLTT76A8B597,40,1992,2
1219,Gino,Gallo,B598,285876979,,2002-10-15 21:17:17.117024,GN,GLL,02,R,40,15,55,GLLGN02R55B598,85,1934,5
1220,Eleonora,Gatti,B602,285876980,,1985-01-31 21:17:17.117024,LNR,GTT,85,A,40,31,71,GTTLNR85A71B602,46,1964,5
1221,Renzo,Graziani,B603,285876981,,2003-03-28 21:17:17.117024,RNZ,GRZN,03,C,0,28,28,GRZNRNZ03C28B603,23,1992,2
1222,Serena,Greco,B604,285876982,,1971-08-12 21:17:17.117024,SRN,GRC,71,M,0,12,12,GRCSRN71M12B604,20,2010,4
1223,Dante,Leone,B605,285876983,,1994-03-29 21:17:17.117024,DNT,LN,94,C,0,29,29,LNDNT94C29B605,22,1924,4
1224,Gabriella,Lombardi,B606,285876985,,1966-08-02 21:17:17.117024,GBRLL,LMBRD,66,M,40,2,42,LMBRDGBRLL66M42B606,39,1902,2
1225,Giosuè,Mancini,B607,285876986,,2004-09-25 21:17:17.117024,GS,MNCN,04,P,0,25,25,MNCNGS04P25B607,88,2000,7
1226,Giovanna,Mariani,B608,285877853,,1976-12-05 21:17:17.117024,GVNN,MRN,76,T,40,5,45,MRNGVNN76T45B608,76,1934,6
1227,Marcello,Martini,B609,285877854,,1995-06-24 21:17:17.117024,MRCLL,MRTN,95,H,40,24,64,MRTNMRCLL95H64B609,90,1967,6
1228,Giada,Marini,B610,285877855,,1968-09-26 21:17:17.117024,GD,MRN,68,P,0,26,26,MRNGD68P26B610,41,2007,5
1229,Achille,Marino,B613,285877856,,1989-11-08 21:17:17.117024,CHLL,MRN,89,S,0,8,8,MRNCHLL89S8B613,15,1962,6
1230,Lucrezia,Martino,B612,285877858,,1994-08-22 21:17:17.117024,LCRZ,MRTN,94,M,40,22,62,MRTNLCRZ94M62B612,52,1958,9
1231,Agostino,Morelli,B615,285877859,,1995-03-10 21:17:17.117024,GSTN,MRLL,95,C,40,10,50,MRLLGSTN95C50B615,89,1970,7
1232,Tiziana,Moretti,B616,285877860,,1978-01-17 21:17:17.117024,TZN,MRTT,78,A,0,17,17,MRTTTZN78A17B616,77,1986,2
1233,Alfonso,Neri,B617,285877862,,1999-03-26 21:17:17.117024,LFNS,NR,99,C,0,26,26,NRLFNS99C26B617,83,1923,8
1234,Rachele,Palmieri,B618,4559696,,1974-11-02 21:17:17.117024,RCHL,PLMR,74,S,40,2,42,PLMRRCHL74S42B618,97,1965,4
1235,Armando,Palumbo,B619,285878925,,2001-09-22 21:17:17.117024,RMND,PLMB,01,P,40,22,62,PLMBRMND01P62B619,99,1928,4
1236,Teresa,Parisi,B620,285878927,,1977-03-17 21:17:17.117024,TRS,PRS,77,C,40,17,57,PRSTRS77C57B620,48,1903,9
1237,Augusto,Piazza,B621,285878931,,1977-05-21 21:17:17.117024,GST,PZZ,77,E,40,21,61,PZZGST77E61B621,4,1975,1
1238,Antonella,Pellegrini,C669,285878933,,2002-05-30 21:17:17.117024,NTNLL,PLLGRN,02,E,0,30,30,PLLGRNNTNLL02E30C669,86,2007,5
1239,Brando,Rinaldi,B624,285878934,,1968-05-09 21:17:17.117024,BRND,RNLD,68,E,40,9,49,RNLDBRND68E49B624,62,1923,5
1240,Paola,Riva,B626,285878935,,2003-04-29 21:17:17.117024,PL,RV,03,D,40,29,69,RVPL03D69B626,45,1951,2
1241,Calogero,Rizzi,B627,285878937,,1997-10-18 21:17:17.117024,CLGR,RZZ,97,R,0,18,18,RZZCLGR97R18B627,18,1904,7
1242,Livia,Romano,B628,285878938,,2002-05-26 21:17:17.117024,LV,RMN,02,E,40,26,66,RMNLV02E66B628,80,1926,8
1243,Carmelo,Rossetti,B631,285878939,,2005-08-19 21:17:17.117024,CRML,RSSTT,05,M,0,19,19,RSSTTCRML05M19B631,27,1913,3
1244,Noemi,Ruggiero,B629,285878940,,2004-08-20 21:17:17.117024,NM,RGGR,04,M,0,20,20,RGGRNM04M20B629,52,2002,8
1245,Ciro,Russo,B630,285878941,,1972-03-23 21:17:17.117024,CR,RSS,72,C,0,23,23,RSSCR72C23B630,26,1958,9
1246,Ambra,Sacco,B633,285880787,,1975-09-08 21:17:17.117024,MBR,SCC,75,P,40,8,48,SCCMBR75P48B633,82,1966,7
1247,Costantino,Sartori,B634,285880788,,1964-08-09 21:17:17.117024,CSTNTN,SRTR,64,M,0,9,9,SRTRCSTNTN64M9B634,70,2003,5
1248,Arianna,Santoro,B635,285880789,,1974-11-16 21:17:17.117024,RNN,SNTR,74,S,0,16,16,SNTRRNN74S16B635,57,1903,3
1249,Damiano,Sorrentino,B636,285880790,,1977-11-24 21:17:17.117024,DMN,SRRNTN,77,S,0,24,24,SRRNTNDMN77S24B636,36,1969,7
1250,Celeste,Silvestri,B637,285880799,,1975-11-06 21:17:17.117024,CLST,SLVSTR,75,S,40,6,46,SLVSTRCLST75S46B637,62,1953,3
1251,Daniele,Testa,B639,285880807,,1979-04-03 21:17:17.117024,DNL,TST,79,D,0,3,3,TSTDNL79D3B639,83,1906,9
1252,Donatella,Valentini,B640,285881830,,1984-03-24 21:17:17.117024,DNTLL,VLNTN,84,C,40,24,64,VLNTNDNTLL84C64B640,75,1940,8
1253,Domenico,Villa,B641,285881831,,1989-04-02 21:17:17.117024,DMNC,VLL,89,D,40,2,42,VLLDMNC89D42B641,43,1909,5
1254,Elettra,Amato,B642,285881832,,1990-01-28 21:17:17.117024,LTTR,MT,90,A,0,28,28,MTLTTR90A28B642,36,1950,9
1255,Emidio,Barbieri,B643,285881833,,1991-09-13 21:17:17.117024,MD,BRBR,91,P,40,13,53,BRBRMD91P53B643,67,2017,2
1256,Emanuela,Basile,B644,285881834,,1996-11-24 21:17:17.117024,MNL,BSL,96,S,40,24,64,BSLMNL96S64B644,60,2009,1
1257,Emilio,Bernardi,B645,285881835,,1980-12-28 21:17:17.117024,ML,BRNRD,80,T,0,28,28,BRNRDML80T28B645,12,2008,4
1258,Fiorella,Caputo,B646,285881836,,1977-11-26 21:17:17.117024,FRLL,CPT,77,S,40,26,66,CPTFRLL77S66B646,95,1983,4
1259,Ercole,Carbone,B647,285882862,,1981-08-23 21:17:17.117024,RCL,CRBN,81,M,40,23,63,CRBNRCL81M63B647,16,1972,2
1260,Flavia,Conti,B648,285882863,,1975-09-17 21:17:17.117024,FLV,CNT,75,P,0,17,17,CNTFLV75P17B648,63,1917,6
1261,Ernesto,Coppola,B649,285882865,,2001-12-27 21:17:17.117024,RNST,CPPL,01,T,40,27,67,CPPLRNST01T67B649,39,2006,1
1262,Francesca,Damico,B650,285882866,,1967-10-18 21:17:17.117024,FRNCSC,DMC,67,R,0,18,18,DMCFRNCSC67R18B650,24,1998,5
1263,Ezio,De Angelis,B651,285882867,,2004-05-17 21:17:17.117024,Z,DNGLS,04,E,0,17,17,DNGLSZ04E17B651,6,1943,4
1264,Gaia,De Rosa,B653,285882868,,1984-05-14 21:17:17.117024,G,DRS,84,E,0,14,14,DRSG84E14B653,88,1919,1
1265,Fabiano,De Luca,B655,285882869,,1986-03-14 21:17:17.117024,FBN,DLC,86,C,40,14,54,DLCFBN86C54B655,10,2009,6
1266,Gilda,D'Angelo,B656,285882870,,1970-07-24 21:17:17.117024,GLD,DNGL,70,L,40,24,64,DNGLGLD70L64B656,92,1982,1
1267,Fabrizio,D'Amico,B658,285882873,,1968-03-18 21:17:17.117024,FBRZ,DMC,68,C,40,18,58,DMCFBRZ68C58B658,13,1963,2
1268,Grazia,D'Amore,B660,285882874,,1990-09-21 21:17:17.117024,GRZ,DMR,90,P,0,21,21,DMRGRZ90P21B660,47,1951,8
1269,Federico,De Santis,B661,285882875,,1982-02-02 21:17:17.117024,FDRC,DSNTS,82,B,0,2,2,DSNTSFDRC82B2B661,39,1978,4
1270,Ilaria,Donati,B666,285882876,,2003-05-29 21:17:17.117024,LR,DNT,03,E,0,29,29,DNTLR03E29B666,93,1970,3
1271,Ferruccio,Farina,B664,285882881,,2003-07-21 21:17:17.117024,FRRCC,FRN,03,L,40,21,61,FRNFRRCC03L61B664,50,1930,7
1272,Imma,Ferraro,B663,285882882,,1976-06-10 21:17:17.117024,MM,FRRR,76,H,40,10,50,FRRRMM76H50B663,79,1962,2
1273,Filippo,Ferro,B667,285882883,,2003-10-17 21:17:17.117024,FLPP,FRR,03,R,40,17,57,FRRFLPP03R57B667,21,1924,7
1274,Jolanda,Fontana,B669,285882884,,1990-05-18 21:17:17.117024,JLND,FNTN,90,E,40,18,58,FNTNJLND90E58B669,63,1994,1
1275,Fortunato,Gallo,B670,285882885,,1976-03-23 21:17:17.117024,FRTNT,GLL,76,C,40,23,63,GLLFRTNT76C63B670,60,1949,5
1276,Letizia,Gatti,B671,285950162,,1966-11-01 21:17:17.117024,LTZ,GTT,66,S,0,1,1,GTTLTZ66S1B671,61,1936,5
1277,Fulvio,Giordano,B672,285950164,,1980-09-26 21:17:17.117024,FLV,GRDN,80,P,40,26,66,GRDNFLV80P66B672,91,1962,2
1278,Loredana,Grassi,B674,285950165,,2002-10-10 21:17:17.117024,LRDN,GRSS,02,R,40,10,50,GRSSLRDN02R50B674,28,1976,1
1279,Gavino,Greco,B675,285950166,,1982-06-03 21:17:17.117024,GVN,GRC,82,H,40,3,43,GRCGVN82H43B675,54,1955,7
1280,Maddalena,Guerra,B676,285950167,,1983-02-03 21:17:17.117024,MDDLN,GRR,83,B,40,3,43,GRRMDDLN83B43B676,55,1924,8
1281,Gennaro,Lombardo,B677,285950168,,1978-08-06 21:17:17.117024,GNNR,LMBRD,78,M,40,6,46,LMBRDGNNR78M46B677,61,2009,3
1282,Marcella,Longo,B679,285950169,,1969-08-20 21:17:17.117024,MRCLL,LNG,69,M,0,20,20,LNGMRCLL69M20B679,87,1976,2
1283,Gerardo,Marino,B680,285950170,,1996-10-11 21:17:17.117024,GRRD,MRN,96,R,40,11,51,MRNGRRD96R51B680,94,1989,1
1284,Maria,Martini,B678,285950171,,1969-12-05 21:17:17.117024,MR,MRTN,69,T,0,5,5,MRTNMR69T5B678,14,1935,3
1285,Giacomo,Martinelli,B681,285950172,,2000-05-10 21:17:17.117024,GCM,MRTNLL,00,E,0,10,10,MRTNLLGCM00E10B681,64,2005,2
1286,Marilena,Mariani,B682,285950173,,1996-05-29 21:17:17.117024,MRLN,MRN,96,E,0,29,29,MRNMRLN96E29B682,17,1921,6
1287,Giancarlo,Mazzola,B684,285950174,,1986-05-20 21:17:17.117024,GNCRL,MZZL,86,E,40,20,60,MZZLGNCRL86E60B684,3,2014,4
1288,Marina,Mazzoli,B685,285950175,,1987-12-10 21:17:17.117024,MRN,MZZL,87,T,0,10,10,MZZLMRN87T10B685,98,1987,7
1289,Gianluca,Messina,B686,285950176,,1964-02-13 21:17:17.117024,GNLC,MSSN,64,B,40,13,53,MSSNGNLC64B53B686,11,1957,1
1290,Maura,Montagna,B688,285950178,,1973-04-04 21:17:17.117024,MR,MNTGN,73,D,0,4,4,MNTGNMR73D4B688,81,1954,6
1291,Gianmarco,Montanari,B687,285950179,,1971-11-10 21:17:17.117024,GNMRC,MNTNR,71,S,0,10,10,MNTNRGNMRC71S10B687,68,1922,1
1292,Milena,Napolitano,B690,285950180,,1987-02-18 21:17:17.117024,MLN,NPLTN,87,B,40,18,58,NPLTNMLN87B58B690,65,2018,2
1293,Gianpaolo,Pagano,B691,285950181,,2005-04-15 21:17:17.117024,GNPL,PGN,05,D,40,15,55,PGNGNPL05D55B691,37,1943,3
1294,Miranda,Pellegrini,B692,285950182,,1977-03-14 21:17:17.117024,MRND,PLLGRN,77,C,0,14,14,PLLGRNMRND77C14B692,88,1964,4
1295,Giordano,Piazza,B693,285950183,,1992-12-21 21:17:17.117024,GRDN,PZZ,92,T,40,21,61,PZZGRDN92T61B693,33,1943,6
1296,Monica,Pinto,B694,285950184,,1966-06-07 21:17:17.117024,MNC,PNT,66,H,40,7,47,PNTMNC66H47B694,16,1921,9
1297,Giosuè,Pugliese,B696,285950185,,1966-04-29 21:17:17.117024,GS,PGLS,66,D,0,29,29,PGLSGS66D29B696,77,1924,9
1298,Nadia,Riva,B695,285950186,,1971-03-13 21:17:17.117024,ND,RV,71,C,40,13,53,RVND71C53B695,24,1900,6
1299,Giuliano,Rizzi,B697,286615343,,1965-01-12 21:17:17.117024,GLN,RZZ,65,A,0,12,12,RZZGLN65A12B697,74,1946,2
1300,Natalia,Rizzo,B698,286615349,,2003-06-26 21:17:17.117024,NTL,RZZ,03,H,0,26,26,RZZNTL03H26B698,99,1968,6
1301,Giuseppe,Romano,B701,286615352,,1969-08-18 21:17:17.117024,GSPP,RMN,69,M,40,18,58,RMNGSPP69M58B701,9,1976,2
1302,Nella,Rossetti,B703,286615353,,1989-08-10 21:17:17.117024,NLL,RSSTT,89,M,0,10,10,RSSTTNLL89M10B703,38,1951,2
1303,Graziano,Ruggiero,B704,286615354,,1980-05-18 21:17:17.117024,GRZN,RGGR,80,E,40,18,58,RGGRGRZN80E58B704,25,1919,4
1304,Nicoletta,Russo,B705,286615355,,1996-09-12 21:17:17.117024,NCLTT,RSS,96,P,0,12,12,RSSNCLTT96P12B705,82,1968,2
1305,Gregorio,Sacco,B706,289717569,,1988-11-18 21:17:17.117024,GRGR,SCC,88,S,40,18,58,SCCGRGR88S58B706,15,1953,1
1306,Nunzia,Sartori,B707,3848454,,1994-10-30 21:17:17.117024,NNZ,SRTR,94,R,40,30,70,SRTRNNZ94R70B707,65,1995,1
1307,Italo,Serra,B708,291653451,,1983-12-10 21:17:17.117024,TL,SRR,83,T,40,10,50,SRRTL83T50B708,50,1926,6
1308,Oriana,Silvestri,B710,291653452,,1990-05-22 21:17:17.117024,RN,SLVSTR,90,E,40,22,62,SLVSTRRN90E62B710,72,1983,6
1309,Ivano,Sorrentino,B709,294019271,,1966-08-12 21:17:17.117024,VN,SRRNTN,66,M,40,12,52,SRRNTNVN66M52B709,69,1976,1
1310,Patrizia,Testa,B711,294019272,,1975-02-24 21:17:17.117024,PTRZ,TST,75,B,0,24,24,TSTPTRZ75B24B711,54,1968,1
1311,Jacopo,Valentini,B712,294019420,,2003-11-07 21:17:17.117024,JCP,VLNTN,03,S,40,7,47,VLNTNJCP03S47B712,82,1963,6
1312,Piera,Villa,B715,294260588,,1998-03-04 21:17:17.117024,PR,VLL,98,C,40,4,44,VLLPR98C44B715,5,1935,3
1313,Lazzaro,Vitale,B716,294260589,,1979-09-09 21:17:17.117024,LZZR,VTL,79,P,40,9,49,VTLLZZR79P49B716,30,1969,7
1314,Pierina,Amato,B718,294260590,,1975-01-05 21:17:17.117024,PRN,MT,75,A,0,5,5,MTPRN75A5B718,53,1961,3
1315,Leandro,Barbieri,B717,294260591,,1999-12-16 21:17:17.117024,LNDR,BRBR,99,T,0,16,16,BRBRLNDR99T16B717,51,1915,5
1316,Raffaella,Basile,B719,294260594,,1980-03-10 21:17:17.117024,RFFLL,BSL,80,C,40,10,50,BSLRFFLL80C50B719,21,1907,4
1317,Liberato,Bernardi,B720,294260597,,2000-10-07 21:17:17.117024,LBRT,BRNRD,00,R,40,7,47,BRNRDLBRT00R47B720,8,1960,8
1318,Romina,Caputo,B722,294260598,,1979-10-15 21:17:17.117024,RMN,CPT,79,R,40,15,55,CPTRMN79R55B722,42,1995,4
1319,Lorenzo,Carbone,B724,294260599,,1977-05-15 21:17:17.117024,LRNZ,CRBN,77,E,0,15,15,CRBNLRNZ77E15B724,17,1989,3
1320,Rosalba,Conti,B725,294260600,,2004-07-28 21:17:17.117024,RSLB,CNT,04,L,40,28,68,CNTRSLB04L68B725,26,1956,1
1321,Luciano,Coppola,B726,294260601,,2003-07-22 21:17:17.117024,LCN,CPPL,03,L,40,22,62,CPPLLCN03L62B726,30,1901,6
1322,Rosalia,Damico,B727,302022278,,1974-08-22 21:17:17.117024,RSL,DMC,74,M,0,22,22,DMCRSL74M22B727,98,2014,5
1323,Luigi,De Angelis,B729,305060718,,1989-09-23 21:17:17.117024,LG,DNGLS,89,P,40,23,63,DNGLSLG89P63B729,60,1986,4
1324,Rossana,De Rosa,B730,305060719,,1979-02-07 21:17:17.117024,RSSN,DRS,79,B,0,7,7,DRSRSSN79B7B730,9,1940,5
1325,Marco,De Luca,B731,305060720,,1991-03-03 21:17:17.117024,MRC,DLC,91,C,0,3,3,DLCMRC91C3B731,69,1942,4
1326,Rossella,D'Angelo,B732,305060721,,1988-01-28 21:17:17.117024,RSSLL,DNGL,88,A,40,28,68,DNGLRSSLL88A68B732,74,1998,1
1327,Mariano,D'Amico,B733,305060722,,1996-01-06 21:17:17.117024,MRN,DMC,96,A,40,6,46,DMCMRN96A46B733,74,1901,9
1328,Rosalinda,D'Amore,B734,308551815,,2005-11-11 21:17:17.117024,RSLND,DMR,05,S,0,11,11,DMRRSLND05S11B734,57,1959,6
1329,Marino,De Santis,B735,308551816,,1998-02-11 21:17:17.117024,MRN,DSNTS,98,B,40,11,51,DSNTSMRN98B51B735,7,1983,9
1330,Sabrina,Donati,B741,308551817,,1984-01-08 21:17:17.117024,SBRN,DNT,84,A,40,8,48,DNTSBRN84A48B741,67,1922,1
1331,Mario,Farina,B740,308551818,,1998-09-07 21:17:17.117024,MR,FRN,98,P,40,7,47,FRNMR98P47B740,29,1973,7
1332,Serena,Ferraro,B736,313265555,,1970-11-08 21:17:17.117024,SRN,FRRR,70,S,40,8,48,FRRRSRN70S48B736,77,2017,4
1333,Marzio,Ferro,B742,313591881,,1964-09-01 21:17:17.117024,MRZ,FRR,64,P,0,1,1,FRRMRZ64P1B742,72,1936,4
1334,Silvana,Fontana,B743,313591887,,1994-02-22 21:17:17.117024,SLVN,FNTN,94,B,0,22,22,FNTNSLVN94B22B743,44,1996,9
1335,Massimiliano,Gallo,B744,315140714,,1997-08-25 21:17:17.117024,MSSMLN,GLL,97,M,0,25,25,GLLMSSMLN97M25B744,10,1946,2
1336,Silvia,Gatti,B745,315140715,,1994-03-11 21:17:17.117024,SLV,GTT,94,C,0,11,11,GTTSLV94C11B745,8,1976,1
1337,Maurizio,Giordano,B748,315140716,,1997-05-28 21:17:17.117024,MRZ,GRDN,97,E,40,28,68,GRDNMRZ97E68B748,16,1995,2
1338,Simona,Grassi,B749,315140717,,1993-05-12 21:17:17.117024,SMN,GRSS,93,E,0,12,12,GRSSSMN93E12B749,13,1933,4
1339,Michele,Greco,B752,315610207,,2004-05-30 21:17:17.117024,MCHL,GRC,04,E,0,30,30,GRCMCHL04E30B752,75,1970,4
1340,Stefania,Guerra,B754,315610208,,1992-03-30 21:17:17.117024,STFN,GRR,92,C,40,30,70,GRRSTFN92C70B754,36,2005,1
1341,Nazzareno,Lombardo,B755,315610209,,1998-11-19 21:17:17.117024,NZZRN,LMBRD,98,S,0,19,19,LMBRDNZZRN98S19B755,17,1961,7
1342,Stefania,Longo,M285,315610210,,1970-10-15 21:17:17.117024,STFN,LNG,70,R,40,15,55,LNGSTFN70R55M285,31,2002,6
1343,Nazario,Marino,B756,315610211,,1994-09-12 21:17:17.117024,NZR,MRN,94,P,40,12,52,MRNNZR94P52B756,4,1926,5
1344,Susanna,Martini,B758,315610212,,1964-03-27 21:17:17.117024,SSNN,MRTN,64,C,40,27,67,MRTNSSNN64C67B758,70,1975,3
1345,Nicola,Martinelli,B759,315610213,,2002-01-11 21:17:17.117024,NCL,MRTNLL,02,A,0,11,11,MRTNLLNCL02A11B759,76,2007,3
1346,Teresa,Mariani,B760,315610214,,1979-11-18 21:17:17.117024,TRS,MRN,79,S,0,18,18,MRNTRS79S18B760,35,1977,4
1347,Orazio,Mazzola,B762,315610343,,1982-07-13 21:17:17.117024,RZ,MZZL,82,L,0,13,13,MZZLRZ82L13B762,31,1915,5
1348,Tiziana,Mazzoli,B763,318923234,,1999-04-25 21:17:17.117024,TZN,MZZL,99,D,0,25,25,MZZLTZN99D25B763,89,1992,8
1349,Ottavio,Messina,B765,319873656,,1975-01-23 21:17:17.117024,TTV,MSSN,75,A,40,23,63,MSSNTTV75A63B765,4,1932,2
1350,Valentina,Montagna,B766,319873657,,2004-09-20 21:17:17.117024,VLNTN,MNTGN,04,P,40,20,60,MNTGNVLNTN04P60B766,53,1906,1
1351,Pasquale,Montanari,B767,319873658,,1977-01-08 21:17:17.117024,PSQL,MNTNR,77,A,40,8,48,MNTNRPSQL77A48B767,62,1949,3
1352,Valeria,Napolitano,B768,319873659,,1969-10-04 21:17:17.117024,VLR,NPLTN,69,R,40,4,44,NPLTNVLR69R44B768,68,1974,8
1353,Patrizio,Pagano,B769,319874175,,1976-10-25 21:17:17.117024,PTRZ,PGN,76,R,40,25,65,PGNPTRZ76R65B769,91,1959,3
1354,Vanessa,Pellegrini,B771,319874177,,1966-06-22 21:17:17.117024,VNSS,PLLGRN,66,H,40,22,62,PLLGRNVNSS66H62B771,75,2015,8
1355,Pietro,Piazza,B772,319874178,,1996-04-10 21:17:17.117024,PTR,PZZ,96,D,40,10,50,PZZPTR96D50B772,94,1925,9
1356,Vera,Pinto,B774,319875154,,1983-12-15 21:17:17.117024,VR,PNT,83,T,0,15,15,PNTVR83T15B774,73,1983,4
1357,Pompeo,Pugliese,B776,319875160,,1990-09-13 21:17:17.117024,PMP,PGLS,90,P,0,13,13,PGLSPMP90P13B776,25,2019,1
1358,Vittoria,Riva,B777,319876044,,2001-06-02 21:17:17.117024,VTTR,RV,01,H,0,2,2,RVVTTR01H2B777,99,1985,9
1359,Primo,Rizzi,B778,319876045,,1983-01-08 21:17:17.117024,PRM,RZZ,83,A,0,8,8,RZZPRM83A8B778,35,1992,2
1360,Vittoria,Rizzo,B779,319876046,,2004-04-11 21:17:17.117024,VTTR,RZZ,04,D,40,11,51,RZZVTTR04D51B779,61,1949,3
1361,Prospero,Romano,B780,319878738,,1990-06-07 21:17:17.117024,PRSPR,RMN,90,H,40,7,47,RMNPRSPR90H47B780,62,1920,7
1362,Vittoria,Rossetti,B781,319878739,,1975-02-06 21:17:17.117024,VTTR,RSSTT,75,B,40,6,46,RSSTTVTTR75B46B781,88,1942,6
1363,Raffaele,Ruggiero,B782,319878740,,1998-01-22 21:17:17.117024,RFFL,RGGR,98,A,0,22,22,RGGRRFFL98A22B782,14,1916,6
1364,Vittoria,Russo,B783,319878741,,1994-10-18 21:17:17.117024,VTTR,RSS,94,R,40,18,58,RSSVTTR94R58B783,51,1937,2
1365,Raimondo,Sacco,B784,319878742,,1969-08-29 21:17:17.117024,RMND,SCC,69,M,40,29,69,SCCRMND69M69B784,63,1935,2
1366,Vittoria,Sartori,B785,319878743,,1977-04-08 21:17:17.117024,VTTR,SRTR,77,D,0,8,8,SRTRVTTR77D8B785,68,2008,6
1367,Raniero,Serra,B787,319878747,,1981-05-27 21:17:17.117024,RNR,SRR,81,E,0,27,27,SRRRNR81E27B787,45,1903,2
1368,Vittoria,Silvestri,B788,319878754,,1988-08-22 21:17:17.117024,VTTR,SLVSTR,88,M,40,22,62,SLVSTRVTTR88M62B788,22,1915,6
1369,Remigio,Sorrentino,B789,319878755,,1998-08-19 21:17:17.117024,RMG,SRRNTN,98,M,40,19,59,SRRNTNRMG98M59B789,56,1956,6
1370,Vittoria,Testa,B790,319878756,,1967-06-15 21:17:17.117024,VTTR,TST,67,H,40,15,55,TSTVTTR67H55B790,41,1940,3
1371,Renato,Valentini,B791,319878757,,1986-01-26 21:17:17.117024,RNT,VLNTN,86,A,0,26,26,VLNTNRNT86A26B791,79,2012,7
1372,Vittoria,Villa,B792,319878758,,1977-12-20 21:17:17.117024,VTTR,VLL,77,T,0,20,20,VLLVTTR77T20B792,94,2016,3
1373,Riccardo,Vitale,B794,319878759,,1993-04-01 21:17:17.117024,RCCRD,VTL,93,D,0,1,1,VTLRCCRD93D1B794,33,1970,2
1374,Vittoria,Amato,B795,319878760,,1972-08-11 21:17:17.117024,VTTR,MT,72,M,0,11,11,MTVTTR72M11B795,77,2001,8
1375,Roberto,Barbieri,B796,319878761,,1968-06-04 21:17:17.117024,RBRT,BRBR,68,H,0,4,4,BRBRRBRT68H4B796,60,1914,7
1376,Vittoria,Basile,B798,319878762,,1992-03-10 21:17:17.117024,VTTR,BSL,92,C,0,10,10,BSLVTTR92C10B798,90,1934,4
1377,Rocco,Bernardi,B801,319878763,,1974-06-26 21:17:17.117024,RCC,BRNRD,74,H,0,26,26,BRNRDRCC74H26B801,29,2006,1
1378,Vittoria,Caputo,B802,319880199,,1995-03-05 21:17:17.117024,VTTR,CPT,95,C,40,5,45,CPTVTTR95C45B802,37,1983,2
1379,Rodolfo,Carbone,B803,319881081,,1970-08-07 21:17:17.117024,RDLF,CRBN,70,M,0,7,7,CRBNRDLF70M7B803,100,1918,2
1380,Vittoria,Conti,B804,319885539,,2003-04-09 21:17:17.117024,VTTR,CNT,03,D,0,9,9,CNTVTTR03D9B804,65,1991,7
1381,Rocco,Coppola,B805,319885540,,1994-05-07 21:17:17.117024,RCC,CPPL,94,E,40,7,47,CPPLRCC94E47B805,84,1953,9
1382,Vittoria,Damico,B807,319886802,,2005-08-25 21:17:17.117024,VTTR,DMC,05,M,0,25,25,DMCVTTR05M25B807,96,1937,4
1383,Rolando,De Angelis,B808,319886819,,1972-09-03 21:17:17.117024,RLND,DNGLS,72,P,40,3,43,DNGLSRLND72P43B808,89,1918,6
1384,Vittoria,De Rosa,B809,319887311,,1987-03-29 21:17:17.117024,VTTR,DRS,87,C,40,29,69,DRSVTTR87C69B809,9,1924,6
1385,Romano,De Luca,B810,319887312,,1977-10-16 21:17:17.117024,RMN,DLC,77,R,40,16,56,DLCRMN77R56B810,56,1974,2
